x,y,z,u,v,w,p
20.9,183.1,6,0,0,0,221
24.7,175.5,0,0,0,0,222
24.7,175.5,6,0,0,0,223
30.5,178.5,0,0,0,0,224
30.5,178.5,6,0,0,0,225
31.9,175.7,0,0,0,0,226
31.9,175.7,6,0,0,0,227
39.5,178.9,0,0,0,0,228
39.5,178.9,6,0,0,0,229
34.7,189.1,0,0,0,0,230
34.7,189.1,6,0,0,0,231
32.9,188.5,0,0,0,0,232
32.9,188.5,6,0,0,0,233
31.9,190.3,0,0,0,0,234
31.9,190.3,6,0,0,0,235
18.5,196,0,0,0,0,236
18.5,196,5.4,0,0,0,237
12,193.5,5.4,0,0,0,238
12,193.5,0,0,0,0,239
23.5,185,0,0,0,0,240
23.5,185,5.4,0,0,0,241
17.5,182.5,0,0,0,0,242
17.5,182.5,5.4,0,0,0,243
10,192.5,0,0,0,0,244
10,192.5,5.1,0,0,0,245
2,189.5,5.1,0,0,0,246
2,189.5,0,0,0,0,247
19.5,172,0,0,0,0,248
19.5,172,5.1,0,0,0,249
11.5,168.5,0,0,0,0,250
11.5,168.5,5.1,0,0,0,251
24,164,0,0,0,0,252
24,164,5.4,0,0,0,253
18.5,161.5,5.4,0,0,0,254
18.5,161.5,0,0,0,0,255
25.5,160,0,0,0,0,256
25.5,160,5.4,0,0,0,257
20,157.5,0,0,0,0,258
20,157.5,5.4,0,0,0,259
18,166.5,0,0,0,0,260
18,166.5,6,0,0,0,261
8.5,162,6,0,0,0,262
8.5,162,0,0,0,0,263
20,163.5,0,0,0,0,264
20,163.5,6,0,0,0,265
17,161.5,0,0,0,0,266
17,161.5,6,0,0,0,267
19.5,157,0,0,0,0,268
19.5,157,6,0,0,0,269
12.5,153.5,0,0,0,0,270
12.5,153.5,6,0,0,0,271
-7,186,0,0,0,0,272
-7,186,6,0,0,0,273
-14,182.5,6,0,0,0,274
-14,182.5,0,0,0,0,275
-5,181,0,0,0,0,276
-5,181,6,0,0,0,277
-2,182.5,0,0,0,0,278
-2,182.5,6,0,0,0,279
-0.5,178,0,0,0,0,280
-0.5,178,6,0,0,0,281
-11,173.5,0,0,0,0,282
-11,173.5,6,0,0,0,283
-17,196,0,0,0,0,284
-17,196,7.5,0,0,0,285
-23,193,7.5,0,0,0,286
-23,193,0,0,0,0,287
-13.5,188,0,0,0,0,288
-13.5,188,7.5,0,0,0,289
-18,186.5,0,0,0,0,290
-18,186.5,7.5,0,0,0,291
-19,189.5,0,0,0,0,292
-19,189.5,7.5,0,0,0,293
-20.5,188,0,0,0,0,294
-20.5,188,7.5,0,0,0,295
-15,180,0,0,0,0,296
-15,180,5.4,0,0,0,297
-22.5,176.5,5.4,0,0,0,298
-22.5,176.5,0,0,0,0,299
-12,172.5,0,0,0,0,300
-12,172.5,5.4,0,0,0,301
-9.5,173.5,0,0,0,0,302
-9.5,173.5,5.4,0,0,0,303
-2.5,159,0,0,0,0,304
-2.5,159,5.4,0,0,0,305
-4.5,158,0,0,0,0,306
-4.5,158,5.4,0,0,0,307
-2.5,154,0,0,0,0,308
-2.5,154,5.4,0,0,0,309
-9.5,150.5,0,0,0,0,310
-9.5,150.5,5.4,0,0,0,311
-0.5,151,0,0,0,0,312
-0.5,151,4.5,0,0,0,313
-8.5,147.5,4.5,0,0,0,314
-8.5,147.5,0,0,0,0,315
5.5,139,0,0,0,0,316
5.5,139,4.5,0,0,0,317
3,138,0,0,0,0,318
3,138,4.5,0,0,0,319
4.5,135.5,0,0,0,0,320
4.5,135.5,4.5,0,0,0,321
-1,133,0,0,0,0,322
-1,133,4.5,0,0,0,323
-42,194.5,0,0,0,0,324
-42,194.5,4.5,0,0,0,325
-52,192.5,4.5,0,0,0,326
-52,192.5,0,0,0,0,327
-34,179,0,0,0,0,328
-34,179,4.5,0,0,0,329
-38.5,177.5,0,0,0,0,330
-38.5,177.5,4.5,0,0,0,331
-40,181.5,0,0,0,0,332
-40,181.5,4.5,0,0,0,333
-45,179.5,0,0,0,0,334
-45,179.5,4.5,0,0,0,335
26.5,158,0,0,0,0,336
26.5,158,5.7,0,0,0,337
21,155,5.7,0,0,0,338
21,155,0,0,0,0,339
33.5,144.5,0,0,0,0,340
33.5,144.5,5.7,0,0,0,341
26.5,141,0,0,0,0,342
26.5,141,5.7,0,0,0,343
19.5,155,0,0,0,0,344
19.5,155,6,0,0,0,345
13,152.5,6,0,0,0,346
13,152.5,0,0,0,0,347
24.5,144.5,0,0,0,0,348
24.5,144.5,6,0,0,0,349
20,142.5,0,0,0,0,350
20,142.5,6,0,0,0,351
18,146.5,0,0,0,0,352
18,146.5,6,0,0,0,353
16,145,0,0,0,0,354
16,145,6,0,0,0,355
39.5,178,0,0,0,0,356
39.5,178,4.2,0,0,0,357
22.5,171.5,4.2,0,0,0,358
22.5,171.5,0,0,0,0,359
42,173,0,0,0,0,360
42,173,4.2,0,0,0,361
25.5,165.5,0,0,0,0,362
25.5,165.5,4.2,0,0,0,363
33,164.5,0,0,0,0,364
33,164.5,6,0,0,0,365
27.5,162,6,0,0,0,366
27.5,162,0,0,0,0,367
40,151,0,0,0,0,368
40,151,6,0,0,0,369
34,148,0,0,0,0,370
34,148,6,0,0,0,371
39.5,167.5,0,0,0,0,372
39.5,167.5,6,0,0,0,373
34.5,164,6,0,0,0,374
34.5,164,0,0,0,0,375
43.5,169,0,0,0,0,376
43.5,169,6,0,0,0,377
48,161,0,0,0,0,378
48,161,6,0,0,0,379
43.5,159,0,0,0,0,380
43.5,159,6,0,0,0,381
42.5,160.5,0,0,0,0,382
42.5,160.5,6,0,0,0,383
37.5,158,0,0,0,0,384
37.5,158,6,0,0,0,385
7.5,172.5,0,0,0,0,386
7.5,172.5,6,0,0,0,387
-4.5,167.5,6,0,0,0,388
-4.5,167.5,0,0,0,0,389
11.5,165,0,0,0,0,390
11.5,165,6,0,0,0,391
-0.5,160,0,0,0,0,392
-0.5,160,6,0,0,0,393
-25,178,0,0,0,0,394
-25,178,6,0,0,0,395
-32.5,174,6,0,0,0,396
-32.5,174,0,0,0,0,397
-18,161,0,0,0,0,398
-18,161,6,0,0,0,399
-25,157.5,0,0,0,0,400
-25,157.5,6,0,0,0,401
-16.5,159,0,0,0,0,402
-16.5,159,6,0,0,0,403
-23,155.5,6,0,0,0,404
-23,155.5,0,0,0,0,405
-8.5,143,0,0,0,0,406
-8.5,143,6,0,0,0,407
-16,139.5,0,0,0,0,408
-16,139.5,6,0,0,0,409
-8.5,142.5,0,0,0,0,410
-8.5,142.5,3,0,0,0,411
-15.5,139,3,0,0,0,412
-15.5,139,0,0,0,0,413
-5,135.5,0,0,0,0,414
-5,135.5,3,0,0,0,415
-12.5,132,0,0,0,0,416
-12.5,132,3,0,0,0,417
-5,135.5,9,0,0,0,418
-12,131,9,0,0,0,419
-12,131,0,0,0,0,420
-1,128.5,0,0,0,0,421
-1,128.5,9,0,0,0,422
-8.5,124.5,0,0,0,0,423
-8.5,124.5,9,0,0,0,424
-21.5,150,0,0,0,0,425
-21.5,150,6,0,0,0,426
-29.5,146.5,6,0,0,0,427
-29.5,146.5,0,0,0,0,428
-10,124.5,0,0,0,0,429
-10,124.5,6,0,0,0,430
-17.5,120.5,0,0,0,0,431
-17.5,120.5,6,0,0,0,432
-22,131,0,0,0,0,433
-22,131,6,0,0,0,434
-20.5,131.5,0,0,0,0,435
-20.5,131.5,6,0,0,0,436
-22,136,0,0,0,0,437
-22,136,6,0,0,0,438
-24.5,135.5,0,0,0,0,439
-24.5,135.5,6,0,0,0,440
-32.5,172,0,0,0,0,441
-32.5,172,4,0,0,0,442
-35,171,4,0,0,0,443
-35,171,0,0,0,0,444
-25.5,157,0,0,0,0,445
-25.5,157,4,0,0,0,446
-29.5,158,0,0,0,0,447
-29.5,158,4,0,0,0,448
-40.5,163.5,0,0,0,0,449
-40.5,163.5,3,0,0,0,450
-45.5,161.5,3,0,0,0,451
-45.5,161.5,0,0,0,0,452
-39,160,0,0,0,0,453
-39,160,3,0,0,0,454
-44,157.5,0,0,0,0,455
-44,157.5,3,0,0,0,456
-48.5,166,0,0,0,0,457
-48.5,166,6.6,0,0,0,458
-55,162.5,6.6,0,0,0,459
-55,162.5,0,0,0,0,460
-43.5,156,0,0,0,0,461
-43.5,156,6.6,0,0,0,462
-51,152.5,0,0,0,0,463
-51,152.5,6.6,0,0,0,464
-38,158,0,0,0,0,465
-38,158,6,0,0,0,466
-50.5,152,6,0,0,0,467
-50.5,152,0,0,0,0,468
-36.5,154,0,0,0,0,469
-36.5,154,6,0,0,0,470
-48.5,147.5,0,0,0,0,471
-48.5,147.5,6,0,0,0,472
-35,152,0,0,0,0,473
-35,152,4.2,0,0,0,474
-47,146,4.2,0,0,0,475
-47,146,0,0,0,0,476
-32.5,145,0,0,0,0,477
-32.5,145,4.2,0,0,0,478
-39,142,0,0,0,0,479
-39,142,4.2,0,0,0,480
-40,144,0,0,0,0,481
-40,144,4.2,0,0,0,482
-44.5,141.5,0,0,0,0,483
-44.5,141.5,4.2,0,0,0,484
-32.5,143,0,0,0,0,485
-32.5,143,5.1,0,0,0,486
-42.5,139,5.1,0,0,0,487
-42.5,139,0,0,0,0,488
-29.5,137.5,0,0,0,0,489
-29.5,137.5,5.1,0,0,0,490
-39,132.5,0,0,0,0,491
-39,132.5,5.1,0,0,0,492
-54.5,192,0,0,0,0,493
-54.5,192,5.1,0,0,0,494
-59.5,190.5,5.1,0,0,0,495
-59.5,190.5,0,0,0,0,496
-49.5,181.5,0,0,0,0,497
-49.5,181.5,5.1,0,0,0,498
-54,179.5,0,0,0,0,499
-54,179.5,5.1,0,0,0,500
-60,189.5,0,0,0,0,501
-60,189.5,6,0,0,0,502
-67,186,6,0,0,0,503
-67,186,0,0,0,0,504
-54,179,0,0,0,0,505
-54,179,6,0,0,0,506
-61.5,175.5,0,0,0,0,507
-61.5,175.5,6,0,0,0,508
-49,180.5,0,0,0,0,509
-49,180.5,6,0,0,0,510
-55,177,6,0,0,0,511
-55,177,0,0,0,0,512
-46,174,0,0,0,0,513
-46,174,6,0,0,0,514
-52.5,170,0,0,0,0,515
-52.5,170,6,0,0,0,516
-70.5,186.5,0,0,0,0,517
-70.5,186.5,6,0,0,0,518
-76.5,184,6,0,0,0,519
-76.5,184,0,0,0,0,520
-65,174.5,0,0,0,0,521
-65,174.5,6,0,0,0,522
-70,172.5,0,0,0,0,523
-70,172.5,6,0,0,0,524
-72,177.5,0,0,0,0,525
-72,177.5,6,0,0,0,526
-74,176.5,0,0,0,0,527
-74,176.5,6,0,0,0,528
-78,183.5,0,0,0,0,529
-78,183.5,6,0,0,0,530
-84.5,180,6,0,0,0,531
-84.5,180,0,0,0,0,532
-72,171,0,0,0,0,533
-72,171,6,0,0,0,534
-79,168,0,0,0,0,535
-79,168,6,0,0,0,536
-75.5,167,0,0,0,0,537
-75.5,167,5.4,0,0,0,538
-78,166,5.4,0,0,0,539
-78,166,0,0,0,0,540
-72.5,160.5,0,0,0,0,541
-72.5,160.5,5.4,0,0,0,542
-75,159,0,0,0,0,543
-75,159,5.4,0,0,0,544
-57.5,162,0,0,0,0,545
-57.5,162,4.5,0,0,0,546
-63.5,159,4.5,0,0,0,547
-63.5,159,0,0,0,0,548
-54,153,0,0,0,0,549
-54,153,4.5,0,0,0,550
-59,150,0,0,0,0,551
-59,150,4.5,0,0,0,552
-53,153,0,0,0,0,553
-53,153,3,0,0,0,554
-58,150,3,0,0,0,555
-58,150,0,0,0,0,556
-49.5,146.5,0,0,0,0,557
-49.5,146.5,3,0,0,0,558
-55,143.5,0,0,0,0,559
-55,143.5,3,0,0,0,560
-45,139.5,0,0,0,0,561
-45,139.5,5.4,0,0,0,562
-50.5,136,5.4,0,0,0,563
-50.5,136,0,0,0,0,564
-42,133.5,0,0,0,0,565
-42,133.5,5.4,0,0,0,566
-48.5,130.5,0,0,0,0,567
-48.5,130.5,5.4,0,0,0,568
-41.5,130,0,0,0,0,569
-41.5,130,4.5,0,0,0,570
-47.5,126.5,4.5,0,0,0,571
-47.5,126.5,0,0,0,0,572
-38.5,125,0,0,0,0,573
-38.5,125,4.5,0,0,0,574
-40,124,0,0,0,0,575
-40,124,4.5,0,0,0,576
-34.5,113,0,0,0,0,577
-34.5,113,4.5,0,0,0,578
-45,107.5,0,0,0,0,579
-45,107.5,4.5,0,0,0,580
-50,119,0,0,0,0,581
-50,119,4.5,0,0,0,582
-45.5,121,0,0,0,0,583
-45.5,121,4.5,0,0,0,584
-51,134.5,0,0,0,0,585
-51,134.5,5.4,0,0,0,586
-56.5,131.5,5.4,0,0,0,587
-56.5,131.5,0,0,0,0,588
-48.5,128.5,0,0,0,0,589
-48.5,128.5,5.4,0,0,0,590
-54,126,0,0,0,0,591
-54,126,5.4,0,0,0,592
-63.5,146,0,0,0,0,593
-63.5,146,4.5,0,0,0,594
-67,144.5,4.5,0,0,0,595
-67,144.5,0,0,0,0,596
-62.5,143,0,0,0,0,597
-62.5,143,4.5,0,0,0,598
-59.5,144.5,0,0,0,0,599
-59.5,144.5,4.5,0,0,0,600
-57.5,138.5,0,0,0,0,601
-57.5,138.5,4.5,0,0,0,602
-55,139.5,0,0,0,0,603
-55,139.5,4.5,0,0,0,604
-53,135,0,0,0,0,605
-53,135,4.5,0,0,0,606
-61.5,131.5,0,0,0,0,607
-61.5,131.5,4.5,0,0,0,608
-75.5,153.5,0,0,0,0,609
-75.5,153.5,6,0,0,0,610
-80,151.5,6,0,0,0,611
-80,151.5,0,0,0,0,612
-75,151.5,0,0,0,0,613
-75,151.5,6,0,0,0,614
-71.5,153,0,0,0,0,615
-71.5,153,6,0,0,0,616
-69,147,0,0,0,0,617
-69,147,6,0,0,0,618
-78.5,142.5,0,0,0,0,619
-78.5,142.5,6,0,0,0,620
-81.5,148,0,0,0,0,621
-81.5,148,6,0,0,0,622
-69.5,146.5,0,0,0,0,623
-69.5,146.5,6,0,0,0,624
-78.5,142,6,0,0,0,625
-78.5,142,0,0,0,0,626
-66,138.5,0,0,0,0,627
-66,138.5,6,0,0,0,628
-70.5,136.5,0,0,0,0,629
-70.5,136.5,6,0,0,0,630
-71,138,0,0,0,0,631
-71,138,6,0,0,0,632
-75,136,0,0,0,0,633
-75,136,6,0,0,0,634
-65,137.5,0,0,0,0,635
-65,137.5,6,0,0,0,636
-72,134,6,0,0,0,637
-72,134,0,0,0,0,638
-63,132,0,0,0,0,639
-63,132,6,0,0,0,640
-70,129.5,0,0,0,0,641
-70,129.5,6,0,0,0,642
-66,128.5,0,0,0,0,643
-66,128.5,5.4,0,0,0,644
-71,126,5.4,0,0,0,645
-71,126,0,0,0,0,646
-62.5,119.5,0,0,0,0,647
-62.5,119.5,5.4,0,0,0,648
-61,121,0,0,0,0,649
-61,121,5.4,0,0,0,650
-59,115.5,0,0,0,0,651
-59,115.5,5.4,0,0,0,652
-64.5,113,0,0,0,0,653
-64.5,113,5.4,0,0,0,654
-102.5,164.5,0,0,0,0,655
-102.5,164.5,5.4,0,0,0,656
-111,160.5,5.4,0,0,0,657
-111,160.5,0,0,0,0,658
-91,139,0,0,0,0,659
-91,139,5.4,0,0,0,660
-98,135.5,0,0,0,0,661
-98,135.5,5.4,0,0,0,662
-105.5,153,0,0,0,0,663
-105.5,153,5.4,0,0,0,664
-107,152,0,0,0,0,665
-107,152,5.4,0,0,0,666
-117.5,153.5,0,0,0,0,667
-117.5,153.5,10,0,0,0,668
-113,158,10,0,0,0,669
-113,158,0,0,0,0,670
-114.5,148,0,0,0,0,671
-114.5,148,10,0,0,0,672
-109.5,150,0,0,0,0,673
-109.5,150,10,0,0,0,674
-109,150,0,0,0,0,675
-109,150,4.8,0,0,0,676
-114.5,147,4.8,0,0,0,677
-114.5,147,0,0,0,0,678
-101,133,0,0,0,0,679
-101,133,4.8,0,0,0,680
-106.5,131,0,0,0,0,681
-106.5,131,4.8,0,0,0,682
-121.5,149.5,0,0,0,0,683
-121.5,149.5,3,0,0,0,684
-124.5,146.5,3,0,0,0,685
-124.5,146.5,0,0,0,0,686
-118,150.5,0,0,0,0,687
-118,150.5,3,0,0,0,688
-112.5,137,0,0,0,0,689
-112.5,137,3,0,0,0,690
-119,134,0,0,0,0,691
-119,134,3,0,0,0,692
-123,142.5,0,0,0,0,693
-123,142.5,6,0,0,0,694
-132,139,6,0,0,0,695
-132,139,0,0,0,0,696
-115,124.5,0,0,0,0,697
-115,124.5,6,0,0,0,698
-123,121,0,0,0,0,699
-123,121,6,0,0,0,700
-111,136.5,0,0,0,0,701
-111,136.5,3,0,0,0,702
-117.5,133,3,0,0,0,703
-117.5,133,0,0,0,0,704
-108.5,132,0,0,0,0,705
-108.5,132,3,0,0,0,706
-115.5,128.5,0,0,0,0,707
-115.5,128.5,3,0,0,0,708
-99,134,0,0,0,0,709
-99,134,5.4,0,0,0,710
-115,126.5,5.4,0,0,0,711
-115,126.5,0,0,0,0,712
-91,138,0,0,0,0,713
-91,138,5.4,0,0,0,714
-87,130.5,0,0,0,0,715
-87,130.5,5.4,0,0,0,716
-111.5,119.5,0,0,0,0,717
-111.5,119.5,5.4,0,0,0,718
-114.5,122.5,0,0,0,0,719
-114.5,122.5,6,0,0,0,720
-122,119,6,0,0,0,721
-122,119,0,0,0,0,722
-109,109.5,0,0,0,0,723
-109,109.5,6,0,0,0,724
-116.5,106,0,0,0,0,725
-116.5,106,6,0,0,0,726
-108.5,119.5,0,0,0,0,727
-108.5,119.5,3,0,0,0,728
-112,118,3,0,0,0,729
-112,118,0,0,0,0,730
-107.5,117,0,0,0,0,731
-107.5,117,3,0,0,0,732
-104,119,0,0,0,0,733
-104,119,3,0,0,0,734
-102,113.5,0,0,0,0,735
-102,113.5,3,0,0,0,736
-108,110,0,0,0,0,737
-108,110,3,0,0,0,738
-98,122,0,0,0,0,739
-98,122,3,0,0,0,740
-103,119,3,0,0,0,741
-103,119,0,0,0,0,742
-95.5,116,0,0,0,0,743
-95.5,116,3,0,0,0,744
-98.5,114,0,0,0,0,745
-98.5,114,3,0,0,0,746
-99.5,117,0,0,0,0,747
-99.5,117,3,0,0,0,748
-101.5,115.5,0,0,0,0,749
-101.5,115.5,3,0,0,0,750
-96,125.5,0,0,0,0,751
-96,125.5,4,0,0,0,752
-108,120,4,0,0,0,753
-108,120,0,0,0,0,754
-95,123.5,0,0,0,0,755
-95,123.5,4,0,0,0,756
-107,118,0,0,0,0,757
-107,118,4,0,0,0,758
-86.5,129,0,0,0,0,759
-86.5,129,6,0,0,0,760
-95,126,6,0,0,0,761
-95,126,0,0,0,0,762
-83.5,122.5,0,0,0,0,763
-83.5,122.5,6,0,0,0,764
-91.5,118.5,0,0,0,0,765
-91.5,118.5,6,0,0,0,766
-84,120,0,0,0,0,767
-84,120,4.8,0,0,0,768
-94,115,4.8,0,0,0,769
-94,115,0,0,0,0,770
-81.5,114.5,0,0,0,0,771
-81.5,114.5,4.8,0,0,0,772
-92.5,110,0,0,0,0,773
-92.5,110,4.8,0,0,0,774
-97,113.5,0,0,0,0,775
-97,113.5,3,0,0,0,776
-106,109.5,3,0,0,0,777
-106,109.5,0,0,0,0,778
-94.5,109,0,0,0,0,779
-94.5,109,3,0,0,0,780
-104,104.5,0,0,0,0,781
-104,104.5,3,0,0,0,782
-108,108,0,0,0,0,783
-108,108,5.7,0,0,0,784
-115.5,104.5,5.7,0,0,0,785
-115.5,104.5,0,0,0,0,786
-105.5,103,0,0,0,0,787
-105.5,103,5.7,0,0,0,788
-100.5,105.5,0,0,0,0,789
-100.5,105.5,5.7,0,0,0,790
-98,99,0,0,0,0,791
-98,99,5.7,0,0,0,792
-102,97.5,0,0,0,0,793
-102,97.5,5.7,0,0,0,794
-100,93,0,0,0,0,795
-100,93,5.7,0,0,0,796
-95.5,95,0,0,0,0,797
-95.5,95,5.7,0,0,0,798
-92.5,88,0,0,0,0,799
-92.5,88,5.7,0,0,0,800
-104.5,83.5,0,0,0,0,801
-104.5,83.5,5.7,0,0,0,802
-91.5,107.5,0,0,0,0,803
-91.5,107.5,6,0,0,0,804
-98,104.5,6,0,0,0,805
-98,104.5,0,0,0,0,806
-84,91.5,0,0,0,0,807
-84,91.5,6,0,0,0,808
-91,88.5,0,0,0,0,809
-91,88.5,6,0,0,0,810
-79,112,0,0,0,0,811
-79,112,5.7,0,0,0,812
-89.5,107.5,5.7,0,0,0,813
-89.5,107.5,0,0,0,0,814
-74.5,101.5,0,0,0,0,815
-74.5,101.5,5.7,0,0,0,816
-85,97,0,0,0,0,817
-85,97,5.7,0,0,0,818
-137.5,135.5,0,0,0,0,819
-137.5,135.5,6,0,0,0,820
-140.5,133,6,0,0,0,821
-140.5,133,0,0,0,0,822
-133.5,135,0,0,0,0,823
-133.5,135,6,0,0,0,824
-134,129,0,0,0,0,825
-134,129,6,0,0,0,826
-132,129,0,0,0,0,827
-132,129,6,0,0,0,828
-132,124.5,0,0,0,0,829
-132,124.5,6,0,0,0,830
-134,124.5,0,0,0,0,831
-134,124.5,6,0,0,0,832
-134.5,118.5,0,0,0,0,833
-134.5,118.5,6,0,0,0,834
-141.5,118.5,0,0,0,0,835
-141.5,118.5,6,0,0,0,836
-128.5,122.5,0,0,0,0,837
-128.5,122.5,3,0,0,0,838
-129.5,124,3,0,0,0,839
-129.5,124,0,0,0,0,840
-130,121.5,0,0,0,0,841
-130,121.5,3,0,0,0,842
-128.5,118,0,0,0,0,843
-128.5,118,3,0,0,0,844
-124,119.5,0,0,0,0,845
-124,119.5,3,0,0,0,846
